@relation adult-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income {>50K,<=50K}

@data
0.369863,State-gov,0.050935,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,0.377551,United-States,<=50K
0.136986,Private,0.068234,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.340909,0.602041,United-States,>50K
0.164384,Self-emp-not-inc,0.210506,HS-grad,0.533333,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.30137,Private,0.036061,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.616438,Self-emp-not-inc,0.069879,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.653061,United-States,<=50K
0.424658,Self-emp-not-inc,0.10184,Masters,0.866667,Widowed,Exec-managerial,Unmarried,White,Female,0,0,0.397959,United-States,>50K
0.342466,Private,0.270043,HS-grad,0.533333,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,0.244898,United-States,<=50K
0.589041,Local-gov,0.130246,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.479592,United-States,>50K
0.246575,Private,0.184064,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.30137,Private,0.287522,Some-college,0.6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.232877,Self-emp-inc,0.069578,Assoc-acdm,0.733333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.357143,United-States,<=50K
0.068493,Private,0.101912,Some-college,0.6,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,0.214286,United-States,<=50K
0.013699,Private,0.124758,HS-grad,0.533333,Widowed,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.04567,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,State-gov,0.259975,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.438356,Local-gov,0.100077,Bachelors,0.8,Divorced,Exec-managerial,Unmarried,White,Female,0,0.14348,0.397959,United-States,<=50K
0.054795,Private,0.100027,HS-grad,0.533333,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.438356,Private,0.082607,Assoc-voc,0.666667,Never-married,Sales,Other-relative,Black,Male,0,0,0.397959,United-States,<=50K
0.479452,Private,0.125378,11th,0.4,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,0.397959,United-States,<=50K
0.30137,Local-gov,0.081902,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.082192,Private,0.120893,Bachelors,0.8,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.506849,Private,0.061493,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.489796,United-States,<=50K
0.191781,Private,0.078923,HS-grad,0.533333,Divorced,Other-service,Not-in-family,White,Female,0,0,0.244898,United-States,<=50K
0.178082,State-gov,0.189071,Masters,0.866667,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0.193878,United-States,<=50K
0.054795,Private,0.184371,Some-college,0.6,Never-married,Sales,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.287671,Local-gov,0.106504,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,>50K
0.465753,Private,0.10807,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Self-emp-not-inc,0.208419,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.068493,Private,0.129648,Bachelors,0.8,Never-married,Exec-managerial,Unmarried,White,Female,0,0,0.295918,United-States,<=50K
0.041096,Private,0.135616,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.44898,United-States,<=50K
0.123288,Private,0.137936,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.453168,0.55102,United-States,<=50K
0.123288,Private,0.104848,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Female,0,0,0.346939,United-States,<=50K
0.328767,Private,0.097989,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.087121,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.136986,Local-gov,0.210485,Some-college,0.6,Never-married,Transport-moving,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.657534,Private,0.277089,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.191781,Private,0.075485,11th,0.4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.653061,Mexico,<=50K
0.383562,Self-emp-inc,0.094605,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.346939,United-States,>50K
0.273973,Self-emp-not-inc,0.228654,Assoc-acdm,0.733333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,>50K
0.410959,Private,0.105912,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.433196,0.44898,United-States,>50K
0.410959,Self-emp-inc,0.128641,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.219178,Private,0.339055,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.315068,Private,0.071797,10th,0.333333,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.287671,Private,0.123386,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,>50K
0.054795,Private,0.013887,Some-college,0.6,Never-married,Sales,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.315068,Private,0.14348,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,Mexico,<=50K
0.219178,Private,0.25648,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,0.55102,United-States,<=50K
0.164384,Private,0.061165,Some-college,0.6,Never-married,Tech-support,Not-in-family,White,Male,0,0,0.520408,United-States,<=50K
0.328767,Private,0.064723,Some-college,0.6,Separated,Transport-moving,Not-in-family,White,Male,0,0,0.346939,United-States,<=50K
0.041096,Private,0.014966,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.295918,United-States,<=50K
0.041096,State-gov,0.018468,Some-college,0.6,Never-married,Exec-managerial,Own-child,White,Male,0,0,0.540816,United-States,<=50K
0.232877,Self-emp-not-inc,0.179253,10th,0.333333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.835616,Self-emp-inc,0.253295,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.093861,0,0.44898,United-States,>50K
0.39726,Private,0.151697,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.315068,Private,0.0754,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.575342,Private,0.017854,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.082192,Private,0.138958,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.082192,Private,0.254289,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.234694,United-States,<=50K
0.410959,Self-emp-not-inc,0.161163,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.295918,United-States,<=50K
0.191781,Local-gov,0.023764,Bachelors,0.8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.377551,United-States,>50K
0.342466,Self-emp-not-inc,0.102194,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.561224,United-States,>50K
0.39726,Local-gov,0.091151,HS-grad,0.533333,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.164384,Private,0.121215,HS-grad,0.533333,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0.438776,United-States,<=50K
0.054795,Private,0.118192,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.520548,Private,0.136734,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,Private,0.101898,Assoc-voc,0.666667,Never-married,Tech-support,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.369863,State-gov,0.070392,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.60274,Self-emp-not-inc,0.258356,Some-college,0.6,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.287671,State-gov,0.089127,Bachelors,0.8,Never-married,Exec-managerial,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.452055,Self-emp-inc,0.075484,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,Italy,>50K
0.493151,Private,0.164355,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.273973,Private,0.153506,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0.357143,United-States,>50K
0.438356,Private,0.182938,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.178082,Private,0.042707,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.027397,Private,0.163389,Assoc-voc,0.666667,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.575342,Self-emp-not-inc,0.126971,HS-grad,0.533333,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0.193878,England,<=50K
0.356164,Private,0.090651,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.164384,Local-gov,0.088397,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.438356,Private,0.059138,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.260274,Private,0.063061,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.123288,Private,0.116058,11th,0.4,Never-married,Other-service,Own-child,Black,Male,0.01055,0,0.316327,United-States,<=50K
0.013699,Private,0.094797,Some-college,0.6,Never-married,Sales,Not-in-family,White,Female,0,0,0.193878,United-States,<=50K
0.589041,Private,0.193543,Some-college,0.6,Widowed,Sales,Not-in-family,White,Female,0,0,0.142857,United-States,<=50K
0.356164,Private,0.092849,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.342466,Private,0.088807,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.328767,Private,0.116519,HS-grad,0.533333,Divorced,Sales,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.520548,Self-emp-not-inc,0.160658,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.453857,0.397959,United-States,>50K
0.191781,Private,0.126436,Bachelors,0.8,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.041096,Private,0.101063,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.273973,Private,0.068059,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.465753,Self-emp-not-inc,0.097579,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.55102,United-States,<=50K
0.150685,Private,0.091873,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0.436639,0.55102,United-States,>50K
0.09589,Private,0.247285,Assoc-voc,0.666667,Never-married,Sales,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.054795,State-gov,0.094745,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.295918,United-States,<=50K
0.054795,Private,0.28922,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.041096,Private,0.102977,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.246575,Private,0.137604,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.44898,United-States,<=50K
0.178082,Private,0.061488,Some-college,0.6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,0.397959,Mexico,<=50K
0.369863,Self-emp-not-inc,0.052795,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.295918,United-States,<=50K
0.383562,Private,0.044009,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Japan,>50K
0.342466,Private,0.09934,10th,0.333333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.260274,Private,0.010782,HS-grad,0.533333,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.205479,Private,0.305599,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.219178,Private,0.090099,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.136986,Private,0.070579,9th,0.266667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.316327,United-States,<=50K
0,Private,0.118868,10th,0.333333,Never-married,Other-service,Own-child,White,Female,0,0,0.142857,United-States,<=50K
0.383562,Local-gov,0.120621,HS-grad,0.533333,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.328767,Private,0.117481,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.027397,Private,0.034738,Some-college,0.6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0.346939,United-States,<=50K
0.383562,Private,0.919463,Assoc-voc,0.666667,Divorced,Other-service,Not-in-family,White,Female,0,0,0.071429,United-States,<=50K
0.328767,Self-emp-inc,0.327879,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0.704082,United-States,>50K
0.232877,Local-gov,0.083265,HS-grad,0.533333,Married-civ-spouse,Other-service,Wife,White,Female,0,0.399449,0.346939,United-States,<=50K
0.219178,Private,0.079748,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0,Private,0.114812,10th,0.333333,Never-married,Prof-specialty,Own-child,Other,Female,0,0,0.193878,United-States,<=50K
0.465753,Private,0.042446,Bachelors,0.8,Divorced,Sales,Not-in-family,White,Female,0,0,0.602041,United-States,<=50K
0.219178,Private,0.021806,HS-grad,0.533333,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.082192,Private,0.267828,Some-college,0.6,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,0.173469,United-States,<=50K
0.479452,Private,0.052129,Bachelors,0.8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,0.295918,United-States,>50K
0.260274,Private,0.086582,Some-college,0.6,Divorced,Prof-specialty,Own-child,White,Female,0,0,0.316327,United-States,<=50K
0.109589,Private,0.114048,HS-grad,0.533333,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.287671,Private,0.221355,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.193878,United-States,<=50K
0.643836,Self-emp-not-inc,0.112867,9th,0.266667,Separated,Transport-moving,Not-in-family,White,Male,0,0,0.44898,United-States,<=50K
0.342466,Private,0.252612,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.397959,United-States,>50K
0.164384,Private,0.106074,HS-grad,0.533333,Never-married,Transport-moving,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.123288,Local-gov,0.046318,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.377551,United-States,<=50K
0.287671,Private,0.115062,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.234694,United-States,<=50K
0.09589,Private,0.138943,10th,0.333333,Never-married,Other-service,Other-relative,White,Male,0,0,0.295918,Mexico,<=50K
0.356164,Federal-gov,0.137363,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,Private,0.251935,10th,0.333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.150685,Private,0.03922,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,>50K
0.013699,Private,0.172506,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.244898,United-States,<=50K
0.369863,Private,0.078918,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.876712,Private,0.052111,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.173469,United-States,<=50K
0.520548,Private,0.064149,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.479452,Private,0.105433,11th,0.4,Widowed,Other-service,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.191781,Private,0.004766,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.134381,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.30137,Private,0.113785,HS-grad,0.533333,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,0.357143,United-States,<=50K
0.136986,Private,0.27714,HS-grad,0.533333,Never-married,Transport-moving,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.082192,State-gov,0.137976,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0.142857,United-States,<=50K
0.123288,Private,0.070468,11th,0.4,Separated,Craft-repair,Other-relative,White,Male,0.02907,0,0.5,United-States,<=50K
0.219178,Private,0.137883,Assoc-voc,0.666667,Never-married,Other-service,Not-in-family,White,Male,0,0,0.397959,Cuba,<=50K
0.30137,Private,0.065052,Some-college,0.6,Never-married,Craft-repair,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.369863,Private,0.168268,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.287671,Private,0.012746,HS-grad,0.533333,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.013699,Private,0.237715,12th,0.466667,Never-married,Other-service,Own-child,White,Male,0,0,0.142857,United-States,<=50K
0.506849,Private,0.050882,HS-grad,0.533333,Widowed,Other-service,Not-in-family,White,Female,0,0,0.142857,United-States,<=50K
0.383562,Private,0.121852,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.356164,Private,0.156669,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.397959,India,>50K
0.082192,Local-gov,0.117691,Bachelors,0.8,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.273973,Private,0.11245,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,White,Male,0.02174,0,0.397959,United-States,<=50K
0.219178,Self-emp-not-inc,0.041632,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,<=50K
0.383562,Private,0.196627,Bachelors,0.8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,>50K
0.205479,Self-emp-inc,0.065322,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.55102,United-States,<=50K
0.410959,Private,0.284538,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.098431,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.068493,Private,0.130839,HS-grad,0.533333,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0,Private,0.179858,11th,0.4,Never-married,Sales,Own-child,White,Male,0,0,0.295918,United-States,<=50K
0.643836,Self-emp-inc,0.031825,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.602041,United-States,>50K
0.178082,Local-gov,0.100167,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.44898,United-States,>50K
0.465753,Private,0.072335,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.704082,United-States,>50K
0.123288,State-gov,0.095198,HS-grad,0.533333,Never-married,Protective-serv,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.191781,Private,0.11927,Some-college,0.6,Never-married,Sales,Not-in-family,White,Female,0,0.345271,0.397959,United-States,<=50K
0.452055,Private,0.172671,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.013699,Private,0.165642,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Male,0.00594,0,0.091837,United-States,<=50K
0.630137,Private,0.068914,HS-grad,0.533333,Never-married,Exec-managerial,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.424658,Private,0.048328,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.428571,United-States,>50K
0.273973,Self-emp-inc,0.01239,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.554408,0.5,United-States,>50K
0.465753,Private,0.091034,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.27551,United-States,<=50K
0.164384,Private,0.126689,HS-grad,0.533333,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0.377551,United-States,<=50K
0.712329,Private,0.040209,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.244898,United-States,<=50K
0.534247,Private,0.067191,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.123288,Private,0.142175,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.30137,Local-gov,0.129852,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.342466,Self-emp-not-inc,0.230852,HS-grad,0.533333,Separated,Other-service,Not-in-family,White,Female,0,0,0.214286,United-States,<=50K
0.328767,Federal-gov,0.23338,HS-grad,0.533333,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.105932,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.082192,Private,0.11568,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.164384,Private,0.135285,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.232877,Private,0.254061,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,<=50K
0.191781,Private,0.049437,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.436639,0.193878,United-States,>50K
0.39726,Local-gov,0.113911,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,United-States,>50K
0.39726,Without-pay,0.088239,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,0.244898,United-States,<=50K
0.219178,Private,0.273985,5th-6th,0.133333,Separated,Other-service,Unmarried,White,Female,0,0,0.397959,Mexico,<=50K
0.39726,Private,0.153113,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.123288,Private,0.22495,HS-grad,0.533333,Never-married,Other-service,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.438356,Local-gov,0.070549,Bachelors,0.8,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0.5,France,<=50K
0.671233,Private,0.131943,HS-grad,0.533333,Widowed,Prof-specialty,Not-in-family,Other,Female,0,0,0.346939,Puerto-Rico,<=50K
0.520548,State-gov,0.095873,HS-grad,0.533333,Married-civ-spouse,Tech-support,Wife,White,Female,0,0.433196,0.397959,United-States,>50K
0.246575,Private,0.196667,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.136986,Private,0.01436,Some-college,0.6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.191781,Private,0.10683,HS-grad,0.533333,Never-married,Exec-managerial,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.410959,Private,0.091151,Some-college,0.6,Separated,Adm-clerical,Unmarried,White,Female,0,0,0.153061,Germany,<=50K
0.424658,Self-emp-not-inc,0.252033,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.136986,Private,0.155203,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.561224,United-States,<=50K
